user_id,rank,item_id,title,predicted_rating,n_training_ratings
210,9,513,"Third Man, The (1949)",4.78,45
210,10,480,North by Northwest (1959),4.777,134
211,1,483,Casablanca (1942),4.029,178
211,2,318,Schindler's List (1993),3.978,234
211,3,408,"Close Shave, A (1995)",3.944,89
211,4,513,"Third Man, The (1949)",3.898,45
211,5,178,12 Angry Men (1957),3.87,89
211,6,313,Titanic (1997),3.834,272
211,7,12,"Usual Suspects, The (1995)",3.815,202
211,8,427,To Kill a Mockingbird (1962),3.812,176
211,9,657,"Manchurian Candidate, The (1962)",3.811,101
211,10,603,Rear Window (1954),3.809,155
212,1,408,"Close Shave, A (1995)",4.658,89
212,2,169,"Wrong Trousers, The (1993)",4.582,87
212,3,178,12 Angry Men (1957),4.546,89
212,4,64,"Shawshank Redemption, The (1994)",4.505,201
212,5,513,"Third Man, The (1949)",4.49,45
212,6,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.484,44
212,7,483,Casablanca (1942),4.458,178
212,8,603,Rear Window (1954),4.422,155
212,9,657,"Manchurian Candidate, The (1962)",4.397,101
212,10,488,Sunset Blvd. (1950),4.396,47
213,1,408,"Close Shave, A (1995)",4.962,89
213,2,169,"Wrong Trousers, The (1993)",4.868,87
213,3,513,"Third Man, The (1949)",4.846,45
213,4,488,Sunset Blvd. (1950),4.786,47
213,5,178,12 Angry Men (1957),4.758,89
213,6,427,To Kill a Mockingbird (1962),4.745,176
213,7,50,Star Wars (1977),4.745,438
213,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.74,44
213,9,313,Titanic (1997),4.717,272
213,10,480,North by Northwest (1959),4.703,134
214,1,513,"Third Man, The (1949)",4.446,45
214,2,488,Sunset Blvd. (1950),4.426,47
214,3,657,"Manchurian Candidate, The (1962)",4.409,101
214,4,480,North by Northwest (1959),4.385,134
214,5,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.359,146
214,6,178,12 Angry Men (1957),4.359,89
214,7,923,Raise the Red Lantern (1991),4.347,43
214,8,192,Raging Bull (1980),4.339,85
214,9,272,Good Will Hunting (1997),4.311,155
214,10,251,Shall We Dance? (1996),4.306,31
215,1,408,"Close Shave, A (1995)",4.602,89
215,2,318,Schindler's List (1993),4.508,234
215,3,169,"Wrong Trousers, The (1993)",4.456,87
215,4,513,"Third Man, The (1949)",4.408,45
215,5,50,Star Wars (1977),4.401,438
215,6,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.376,44
215,7,178,12 Angry Men (1957),4.363,89
215,8,427,To Kill a Mockingbird (1962),4.349,176
215,9,98,"Silence of the Lambs, The (1991)",4.328,290
215,10,923,Raise the Red Lantern (1991),4.326,43
216,1,483,Casablanca (1942),4.663,178
216,2,64,"Shawshank Redemption, The (1994)",4.648,201
216,3,408,"Close Shave, A (1995)",4.648,89
216,4,513,"Third Man, The (1949)",4.613,45
216,5,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.552,44
216,6,178,12 Angry Men (1957),4.532,89
216,7,657,"Manchurian Candidate, The (1962)",4.508,101
216,8,603,Rear Window (1954),4.478,155
216,9,427,To Kill a Mockingbird (1962),4.45,176
216,10,192,Raging Bull (1980),4.441,85
217,1,483,Casablanca (1942),4.107,178
217,2,169,"Wrong Trousers, The (1993)",4.089,87
217,3,408,"Close Shave, A (1995)",4.04,89
217,4,178,12 Angry Men (1957),4.01,89
217,5,603,Rear Window (1954),4.0,155
217,6,64,"Shawshank Redemption, The (1994)",3.998,201
217,7,513,"Third Man, The (1949)",3.965,45
217,8,318,Schindler's List (1993),3.952,234
217,9,480,North by Northwest (1959),3.944,134
217,10,657,"Manchurian Candidate, The (1962)",3.937,101
218,1,483,Casablanca (1942),4.232,178
218,2,408,"Close Shave, A (1995)",4.21,89
218,3,318,Schindler's List (1993),4.185,234
218,4,513,"Third Man, The (1949)",4.139,45
218,5,12,"Usual Suspects, The (1995)",4.125,202
218,6,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.111,146
218,7,169,"Wrong Trousers, The (1993)",4.107,87
218,8,427,To Kill a Mockingbird (1962),4.106,176
218,9,64,"Shawshank Redemption, The (1994)",4.103,201
218,10,272,Good Will Hunting (1997),4.101,155
219,1,483,Casablanca (1942),4.617,178
219,2,357,One Flew Over the Cuckoo's Nest (1975),4.508,200
219,3,318,Schindler's List (1993),4.502,234
219,4,169,"Wrong Trousers, The (1993)",4.5,87
219,5,178,12 Angry Men (1957),4.5,89
219,6,64,"Shawshank Redemption, The (1994)",4.494,201
219,7,513,"Third Man, The (1949)",4.491,45
219,8,408,"Close Shave, A (1995)",4.481,89
219,9,603,Rear Window (1954),4.48,155
219,10,134,Citizen Kane (1941),4.461,136
220,1,408,"Close Shave, A (1995)",4.713,89
220,2,64,"Shawshank Redemption, The (1994)",4.695,201
220,3,318,Schindler's List (1993),4.66,234
220,4,169,"Wrong Trousers, The (1993)",4.628,87
220,5,483,Casablanca (1942),4.591,178
220,6,513,"Third Man, The (1949)",4.583,45
220,7,285,Secrets & Lies (1996),4.566,124
220,8,178,12 Angry Men (1957),4.565,89
220,9,357,One Flew Over the Cuckoo's Nest (1975),4.554,200
220,10,923,Raise the Red Lantern (1991),4.543,43
221,1,408,"Close Shave, A (1995)",4.532,89
221,2,64,"Shawshank Redemption, The (1994)",4.517,201
221,3,483,Casablanca (1942),4.512,178
221,4,169,"Wrong Trousers, The (1993)",4.481,87
221,5,513,"Third Man, The (1949)",4.463,45
221,6,98,"Silence of the Lambs, The (1991)",4.429,290
221,7,480,North by Northwest (1959),4.417,134
221,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.399,44
221,9,427,To Kill a Mockingbird (1962),4.394,176
221,10,313,Titanic (1997),4.394,272
222,1,169,"Wrong Trousers, The (1993)",4.113,87
222,2,408,"Close Shave, A (1995)",4.101,89
222,3,178,12 Angry Men (1957),4.084,89
222,4,513,"Third Man, The (1949)",4.083,45
222,5,251,Shall We Dance? (1996),4.059,31
222,6,12,"Usual Suspects, The (1995)",4.012,202
222,7,272,Good Will Hunting (1997),3.995,155
222,8,483,Casablanca (1942),3.992,178
222,9,603,Rear Window (1954),3.966,155
222,10,480,North by Northwest (1959),3.957,134
223,1,318,Schindler's List (1993),4.305,234
223,2,483,Casablanca (1942),4.242,178
223,3,513,"Third Man, The (1949)",4.231,45
223,4,64,"Shawshank Redemption, The (1994)",4.205,201
223,5,408,"Close Shave, A (1995)",4.173,89
223,6,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.094,44
223,7,178,12 Angry Men (1957),4.092,89
223,8,603,Rear Window (1954),4.044,155
223,9,427,To Kill a Mockingbird (1962),4.042,176
223,10,357,One Flew Over the Cuckoo's Nest (1975),4.039,200
224,1,408,"Close Shave, A (1995)",4.015,89
224,2,64,"Shawshank Redemption, The (1994)",3.949,201
224,3,57,Priest (1994),3.898,31
224,4,513,"Third Man, The (1949)",3.892,45
224,5,169,"Wrong Trousers, The (1993)",3.88,87
224,6,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.877,44
224,7,174,Raiders of the Lost Ark (1981),3.839,317
224,8,515,"Boot, Das (1981)",3.829,148
224,9,50,Star Wars (1977),3.803,438
224,10,427,To Kill a Mockingbird (1962),3.802,176
225,1,408,"Close Shave, A (1995)",5.0,89
225,2,483,Casablanca (1942),5.0,178
225,3,318,Schindler's List (1993),5.0,234
225,4,513,"Third Man, The (1949)",5.0,45
225,5,64,"Shawshank Redemption, The (1994)",4.987,201
225,6,178,12 Angry Men (1957),4.95,89
225,7,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.931,44
225,8,50,Star Wars (1977),4.924,438
225,9,357,One Flew Over the Cuckoo's Nest (1975),4.903,200
225,10,603,Rear Window (1954),4.903,155
226,1,64,"Shawshank Redemption, The (1994)",4.513,201
226,2,483,Casablanca (1942),4.43,178
226,3,318,Schindler's List (1993),4.425,234
226,4,178,12 Angry Men (1957),4.393,89
226,5,603,Rear Window (1954),4.348,155
226,6,50,Star Wars (1977),4.343,438
226,7,513,"Third Man, The (1949)",4.329,45
226,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.323,44
226,9,127,"Godfather, The (1972)",4.301,308
226,10,98,"Silence of the Lambs, The (1991)",4.266,290
227,1,408,"Close Shave, A (1995)",4.429,89
227,2,318,Schindler's List (1993),4.418,234
227,3,357,One Flew Over the Cuckoo's Nest (1975),4.35,200
227,4,169,"Wrong Trousers, The (1993)",4.317,87
227,5,483,Casablanca (1942),4.312,178
227,6,178,12 Angry Men (1957),4.309,89
227,7,64,"Shawshank Redemption, The (1994)",4.298,201
227,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.254,44
227,9,100,Fargo (1996),4.224,376
227,10,513,"Third Man, The (1949)",4.209,45
228,1,318,Schindler's List (1993),4.097,234
228,2,408,"Close Shave, A (1995)",4.047,89
228,3,488,Sunset Blvd. (1950),4.039,47
228,4,483,Casablanca (1942),4.022,178
228,5,64,"Shawshank Redemption, The (1994)",4.005,201
228,6,178,12 Angry Men (1957),3.995,89
228,7,603,Rear Window (1954),3.945,155
228,8,357,One Flew Over the Cuckoo's Nest (1975),3.929,200
228,9,480,North by Northwest (1959),3.914,134
228,10,192,Raging Bull (1980),3.908,85
229,1,483,Casablanca (1942),3.977,178
229,2,64,"Shawshank Redemption, The (1994)",3.962,201
229,3,318,Schindler's List (1993),3.953,234
229,4,603,Rear Window (1954),3.927,155
229,5,12,"Usual Suspects, The (1995)",3.921,202
229,6,408,"Close Shave, A (1995)",3.915,89
229,7,178,12 Angry Men (1957),3.908,89
229,8,515,"Boot, Das (1981)",3.904,148
229,9,169,"Wrong Trousers, The (1993)",3.886,87
229,10,357,One Flew Over the Cuckoo's Nest (1975),3.886,200
230,1,318,Schindler's List (1993),4.613,234
230,2,483,Casablanca (1942),4.576,178
230,3,64,"Shawshank Redemption, The (1994)",4.543,201
230,4,513,"Third Man, The (1949)",4.543,45
230,5,408,"Close Shave, A (1995)",4.542,89
230,6,190,Henry V (1989),4.507,85
230,7,178,12 Angry Men (1957),4.478,89
230,8,285,Secrets & Lies (1996),4.471,124
230,9,313,Titanic (1997),4.456,272
230,10,174,Raiders of the Lost Ark (1981),4.442,317
231,1,408,"Close Shave, A (1995)",4.625,89
231,2,318,Schindler's List (1993),4.539,234
231,3,178,12 Angry Men (1957),4.505,89
231,4,64,"Shawshank Redemption, The (1994)",4.469,201
231,5,483,Casablanca (1942),4.462,178
231,6,488,Sunset Blvd. (1950),4.455,47
231,7,169,"Wrong Trousers, The (1993)",4.454,87
231,8,657,"Manchurian Candidate, The (1962)",4.448,101
231,9,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.43,146
231,10,480,North by Northwest (1959),4.402,134
232,1,318,Schindler's List (1993),4.504,234
232,2,513,"Third Man, The (1949)",4.494,45
232,3,408,"Close Shave, A (1995)",4.46,89
232,4,64,"Shawshank Redemption, The (1994)",4.458,201
232,5,647,Ran (1985),4.413,50
232,6,169,"Wrong Trousers, The (1993)",4.402,87
232,7,480,North by Northwest (1959),4.356,134
232,8,427,To Kill a Mockingbird (1962),4.34,176
232,9,657,"Manchurian Candidate, The (1962)",4.338,101
232,10,134,Citizen Kane (1941),4.317,136
233,1,408,"Close Shave, A (1995)",5.0,89
233,2,178,12 Angry Men (1957),4.919,89
233,3,64,"Shawshank Redemption, The (1994)",4.856,201
233,4,657,"Manchurian Candidate, The (1962)",4.81,101
233,5,169,"Wrong Trousers, The (1993)",4.81,87
233,6,513,"Third Man, The (1949)",4.782,45
233,7,480,North by Northwest (1959),4.781,134
233,8,357,One Flew Over the Cuckoo's Nest (1975),4.778,200
233,9,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.753,146
233,10,285,Secrets & Lies (1996),4.748,124
234,1,408,"Close Shave, A (1995)",3.963,89
234,2,318,Schindler's List (1993),3.943,234
234,3,169,"Wrong Trousers, The (1993)",3.877,87
234,4,511,Lawrence of Arabia (1962),3.813,127
234,5,480,North by Northwest (1959),3.809,134
234,6,285,Secrets & Lies (1996),3.772,124
234,7,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.755,44
234,8,12,"Usual Suspects, The (1995)",3.747,202
234,9,647,Ran (1985),3.736,50
234,10,100,Fargo (1996),3.718,376
235,1,408,"Close Shave, A (1995)",4.575,89
235,2,169,"Wrong Trousers, The (1993)",4.439,87
235,3,64,"Shawshank Redemption, The (1994)",4.429,201
235,4,488,Sunset Blvd. (1950),4.414,47
235,5,513,"Third Man, The (1949)",4.407,45
235,6,12,"Usual Suspects, The (1995)",4.358,202
235,7,427,To Kill a Mockingbird (1962),4.35,176
235,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.338,44
235,9,641,Paths of Glory (1957),4.323,24
235,10,647,Ran (1985),4.321,50
236,1,483,Casablanca (1942),4.315,178
236,2,513,"Third Man, The (1949)",4.229,45
236,3,408,"Close Shave, A (1995)",4.189,89
236,4,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.166,44
236,5,169,"Wrong Trousers, The (1993)",4.141,87
236,6,511,Lawrence of Arabia (1962),4.125,127
236,7,12,"Usual Suspects, The (1995)",4.101,202
236,8,272,Good Will Hunting (1997),4.073,155
236,9,174,Raiders of the Lost Ark (1981),4.053,317
236,10,657,"Manchurian Candidate, The (1962)",4.053,101
237,1,318,Schindler's List (1993),4.461,234
237,2,513,"Third Man, The (1949)",4.4,45
237,3,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.381,44
237,4,480,North by Northwest (1959),4.346,134
237,5,427,To Kill a Mockingbird (1962),4.319,176
237,6,488,Sunset Blvd. (1950),4.312,47
237,7,285,Secrets & Lies (1996),4.3,124
237,8,357,One Flew Over the Cuckoo's Nest (1975),4.291,200
237,9,511,Lawrence of Arabia (1962),4.287,127
237,10,515,"Boot, Das (1981)",4.271,148
238,1,408,"Close Shave, A (1995)",4.414,89
238,2,318,Schindler's List (1993),4.398,234
238,3,513,"Third Man, The (1949)",4.385,45
238,4,483,Casablanca (1942),4.368,178
238,5,64,"Shawshank Redemption, The (1994)",4.355,201
238,6,178,12 Angry Men (1957),4.351,89
238,7,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.339,44
238,8,657,"Manchurian Candidate, The (1962)",4.326,101
238,9,50,Star Wars (1977),4.323,438
238,10,603,Rear Window (1954),4.313,155
239,1,408,"Close Shave, A (1995)",4.943,89
239,2,169,"Wrong Trousers, The (1993)",4.789,87
239,3,480,North by Northwest (1959),4.724,134
239,4,483,Casablanca (1942),4.71,178
239,5,357,One Flew Over the Cuckoo's Nest (1975),4.695,200
239,6,963,Some Folks Call It a Sling Blade (1993),4.69,31
239,7,657,"Manchurian Candidate, The (1962)",4.666,101
239,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.645,44
239,9,923,Raise the Red Lantern (1991),4.632,43
239,10,178,12 Angry Men (1957),4.625,89
240,1,513,"Third Man, The (1949)",4.985,45
240,2,318,Schindler's List (1993),4.939,234
240,3,12,"Usual Suspects, The (1995)",4.934,202
240,4,169,"Wrong Trousers, The (1993)",4.926,87
240,5,357,One Flew Over the Cuckoo's Nest (1975),4.923,200
240,6,483,Casablanca (1942),4.922,178
240,7,64,"Shawshank Redemption, The (1994)",4.917,201
240,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.914,44
240,9,408,"Close Shave, A (1995)",4.91,89
240,10,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.842,146
241,1,408,"Close Shave, A (1995)",4.347,89
241,2,318,Schindler's List (1993),4.33,234
241,3,169,"Wrong Trousers, The (1993)",4.309,87
241,4,64,"Shawshank Redemption, The (1994)",4.272,201
241,5,357,One Flew Over the Cuckoo's Nest (1975),4.257,200
241,6,178,12 Angry Men (1957),4.254,89
241,7,480,North by Northwest (1959),4.241,134
241,8,923,Raise the Red Lantern (1991),4.229,43
241,9,174,Raiders of the Lost Ark (1981),4.226,317
241,10,513,"Third Man, The (1949)",4.224,45
242,1,408,"Close Shave, A (1995)",5.0,89
242,2,483,Casablanca (1942),5.0,178
242,3,318,Schindler's List (1993),5.0,234
242,4,50,Star Wars (1977),5.0,438
242,5,64,"Shawshank Redemption, The (1994)",5.0,201
242,6,923,Raise the Red Lantern (1991),5.0,43
242,7,178,12 Angry Men (1957),5.0,89
242,8,169,"Wrong Trousers, The (1993)",5.0,87
242,9,12,"Usual Suspects, The (1995)",4.998,202
242,10,427,To Kill a Mockingbird (1962),4.983,176
243,1,408,"Close Shave, A (1995)",4.443,89
243,2,483,Casablanca (1942),4.436,178
243,3,513,"Third Man, The (1949)",4.414,45
243,4,64,"Shawshank Redemption, The (1994)",4.405,201
243,5,357,One Flew Over the Cuckoo's Nest (1975),4.353,200
243,6,12,"Usual Suspects, The (1995)",4.307,202
243,7,50,Star Wars (1977),4.289,438
243,8,923,Raise the Red Lantern (1991),4.282,43
243,9,313,Titanic (1997),4.274,272
243,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.269,44
244,1,483,Casablanca (1942),4.825,178
244,2,408,"Close Shave, A (1995)",4.665,89
244,3,134,Citizen Kane (1941),4.634,136
244,4,513,"Third Man, The (1949)",4.614,45
244,5,603,Rear Window (1954),4.613,155
244,6,12,"Usual Suspects, The (1995)",4.61,202
244,7,285,Secrets & Lies (1996),4.609,124
244,8,427,To Kill a Mockingbird (1962),4.593,176
244,9,178,12 Angry Men (1957),4.589,89
244,10,515,"Boot, Das (1981)",4.577,148
245,1,64,"Shawshank Redemption, The (1994)",4.413,201
245,2,169,"Wrong Trousers, The (1993)",4.344,87
245,3,318,Schindler's List (1993),4.312,234
245,4,513,"Third Man, The (1949)",4.273,45
245,5,483,Casablanca (1942),4.25,178
245,6,408,"Close Shave, A (1995)",4.223,89
245,7,357,One Flew Over the Cuckoo's Nest (1975),4.219,200
245,8,178,12 Angry Men (1957),4.193,89
245,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.181,44
245,10,12,"Usual Suspects, The (1995)",4.173,202
246,1,483,Casablanca (1942),4.125,178
246,2,127,"Godfather, The (1972)",4.015,308
246,3,408,"Close Shave, A (1995)",4.006,89
246,4,192,Raging Bull (1980),3.969,85
246,5,178,12 Angry Men (1957),3.969,89
246,6,318,Schindler's List (1993),3.963,234
246,7,603,Rear Window (1954),3.942,155
246,8,357,One Flew Over the Cuckoo's Nest (1975),3.934,200
246,9,98,"Silence of the Lambs, The (1991)",3.927,290
246,10,513,"Third Man, The (1949)",3.921,45
247,1,318,Schindler's List (1993),4.712,234
247,2,357,One Flew Over the Cuckoo's Nest (1975),4.659,200
247,3,483,Casablanca (1942),4.653,178
247,4,178,12 Angry Men (1957),4.613,89
247,5,513,"Third Man, The (1949)",4.611,45
247,6,408,"Close Shave, A (1995)",4.606,89
247,7,169,"Wrong Trousers, The (1993)",4.596,87
247,8,603,Rear Window (1954),4.578,155
247,9,12,"Usual Suspects, The (1995)",4.569,202
247,10,427,To Kill a Mockingbird (1962),4.563,176
248,1,408,"Close Shave, A (1995)",4.146,89
248,2,64,"Shawshank Redemption, The (1994)",4.131,201
248,3,169,"Wrong Trousers, The (1993)",4.125,87
248,4,483,Casablanca (1942),4.125,178
248,5,318,Schindler's List (1993),4.079,234
248,6,178,12 Angry Men (1957),4.066,89
248,7,513,"Third Man, The (1949)",4.058,45
248,8,603,Rear Window (1954),4.05,155
248,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.982,44
248,10,12,"Usual Suspects, The (1995)",3.978,202
249,1,318,Schindler's List (1993),4.829,234
249,2,178,12 Angry Men (1957),4.824,89
249,3,513,"Third Man, The (1949)",4.775,45
249,4,480,North by Northwest (1959),4.75,134
249,5,127,"Godfather, The (1972)",4.713,308
249,6,488,Sunset Blvd. (1950),4.694,47
249,7,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.692,146
249,8,515,"Boot, Das (1981)",4.671,148
249,9,511,Lawrence of Arabia (1962),4.668,127
249,10,134,Citizen Kane (1941),4.65,136
250,1,408,"Close Shave, A (1995)",4.757,89
250,2,318,Schindler's List (1993),4.717,234
250,3,64,"Shawshank Redemption, The (1994)",4.713,201
250,4,513,"Third Man, The (1949)",4.705,45
250,5,483,Casablanca (1942),4.702,178
250,6,178,12 Angry Men (1957),4.682,89
250,7,511,Lawrence of Arabia (1962),4.666,127
250,8,427,To Kill a Mockingbird (1962),4.661,176
250,9,169,"Wrong Trousers, The (1993)",4.636,87
250,10,480,North by Northwest (1959),4.613,134
251,1,408,"Close Shave, A (1995)",4.603,89
251,2,169,"Wrong Trousers, The (1993)",4.573,87
251,3,178,12 Angry Men (1957),4.566,89
251,4,318,Schindler's List (1993),4.56,234
251,5,483,Casablanca (1942),4.546,178
251,6,64,"Shawshank Redemption, The (1994)",4.525,201
251,7,513,"Third Man, The (1949)",4.491,45
251,8,357,One Flew Over the Cuckoo's Nest (1975),4.472,200
251,9,488,Sunset Blvd. (1950),4.461,47
251,10,603,Rear Window (1954),4.451,155
252,1,408,"Close Shave, A (1995)",5.0,89
252,2,272,Good Will Hunting (1997),4.991,155
252,3,169,"Wrong Trousers, The (1993)",4.98,87
252,4,483,Casablanca (1942),4.954,178
252,5,513,"Third Man, The (1949)",4.938,45
252,6,285,Secrets & Lies (1996),4.928,124
252,7,318,Schindler's List (1993),4.926,234
252,8,480,North by Northwest (1959),4.909,134
252,9,178,12 Angry Men (1957),4.907,89
252,10,64,"Shawshank Redemption, The (1994)",4.886,201
253,1,408,"Close Shave, A (1995)",4.676,89
253,2,178,12 Angry Men (1957),4.632,89
253,3,513,"Third Man, The (1949)",4.589,45
253,4,169,"Wrong Trousers, The (1993)",4.582,87
253,5,511,Lawrence of Arabia (1962),4.569,127
253,6,285,Secrets & Lies (1996),4.561,124
253,7,603,Rear Window (1954),4.54,155
253,8,357,One Flew Over the Cuckoo's Nest (1975),4.523,200
253,9,174,Raiders of the Lost Ark (1981),4.523,317
253,10,657,"Manchurian Candidate, The (1962)",4.517,101
254,1,178,12 Angry Men (1957),4.133,89
254,2,408,"Close Shave, A (1995)",4.132,89
254,3,318,Schindler's List (1993),4.082,234
254,4,483,Casablanca (1942),4.061,178
254,5,64,"Shawshank Redemption, The (1994)",4.05,201
254,6,169,"Wrong Trousers, The (1993)",4.026,87
254,7,657,"Manchurian Candidate, The (1962)",4.015,101
254,8,513,"Third Man, The (1949)",4.0,45
254,9,488,Sunset Blvd. (1950),3.987,47
254,10,313,Titanic (1997),3.947,272
255,1,408,"Close Shave, A (1995)",4.004,89
255,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.898,44
255,3,483,Casablanca (1942),3.891,178
255,4,169,"Wrong Trousers, The (1993)",3.883,87
255,5,64,"Shawshank Redemption, The (1994)",3.871,201
255,6,513,"Third Man, The (1949)",3.87,45
255,7,318,Schindler's List (1993),3.852,234
255,8,178,12 Angry Men (1957),3.831,89
255,9,603,Rear Window (1954),3.815,155
255,10,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3.805,146
256,1,408,"Close Shave, A (1995)",5.0,89
256,2,318,Schindler's List (1993),5.0,234
256,3,169,"Wrong Trousers, The (1993)",5.0,87
256,4,488,Sunset Blvd. (1950),5.0,47
256,5,483,Casablanca (1942),4.964,178
256,6,923,Raise the Red Lantern (1991),4.949,43
256,7,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.94,44
256,8,513,"Third Man, The (1949)",4.938,45
256,9,178,12 Angry Men (1957),4.927,89
256,10,480,North by Northwest (1959),4.912,134
257,1,318,Schindler's List (1993),4.835,234
257,2,64,"Shawshank Redemption, The (1994)",4.771,201
257,3,513,"Third Man, The (1949)",4.768,45
257,4,483,Casablanca (1942),4.715,178
257,5,408,"Close Shave, A (1995)",4.703,89
257,6,357,One Flew Over the Cuckoo's Nest (1975),4.666,200
257,7,178,12 Angry Men (1957),4.628,89
257,8,272,Good Will Hunting (1997),4.605,155
257,9,427,To Kill a Mockingbird (1962),4.598,176
257,10,22,Braveheart (1995),4.592,201
258,1,408,"Close Shave, A (1995)",4.724,89
258,2,513,"Third Man, The (1949)",4.62,45
258,3,169,"Wrong Trousers, The (1993)",4.618,87
258,4,483,Casablanca (1942),4.605,178
258,5,488,Sunset Blvd. (1950),4.604,47
258,6,178,12 Angry Men (1957),4.583,89
258,7,64,"Shawshank Redemption, The (1994)",4.576,201
258,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.575,44
258,9,318,Schindler's List (1993),4.562,234
258,10,647,Ran (1985),4.519,50
259,1,408,"Close Shave, A (1995)",4.744,89
259,2,178,12 Angry Men (1957),4.659,89
259,3,50,Star Wars (1977),4.636,438
259,4,169,"Wrong Trousers, The (1993)",4.623,87
259,5,64,"Shawshank Redemption, The (1994)",4.621,201
259,6,483,Casablanca (1942),4.621,178
259,7,318,Schindler's List (1993),4.613,234
259,8,127,"Godfather, The (1972)",4.588,308
259,9,513,"Third Man, The (1949)",4.585,45
259,10,603,Rear Window (1954),4.57,155
260,1,408,"Close Shave, A (1995)",4.858,89
260,2,483,Casablanca (1942),4.854,178
260,3,178,12 Angry Men (1957),4.808,89
260,4,64,"Shawshank Redemption, The (1994)",4.805,201
260,5,169,"Wrong Trousers, The (1993)",4.802,87
260,6,480,North by Northwest (1959),4.76,134
260,7,318,Schindler's List (1993),4.757,234
260,8,513,"Third Man, The (1949)",4.725,45
260,9,603,Rear Window (1954),4.701,155
260,10,357,One Flew Over the Cuckoo's Nest (1975),4.669,200
261,1,318,Schindler's List (1993),5.0,234
261,2,64,"Shawshank Redemption, The (1994)",5.0,201
261,3,251,Shall We Dance? (1996),4.973,31
261,4,483,Casablanca (1942),4.973,178
261,5,408,"Close Shave, A (1995)",4.964,89
261,6,603,Rear Window (1954),4.941,155
261,7,178,12 Angry Men (1957),4.915,89
261,8,488,Sunset Blvd. (1950),4.914,47
261,9,657,"Manchurian Candidate, The (1962)",4.913,101
261,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.899,44
262,1,408,"Close Shave, A (1995)",4.161,89
262,2,483,Casablanca (1942),4.133,178
262,3,513,"Third Man, The (1949)",4.091,45
262,4,657,"Manchurian Candidate, The (1962)",4.04,101
262,5,178,12 Angry Men (1957),4.036,89
262,6,12,"Usual Suspects, The (1995)",4.005,202
262,7,357,One Flew Over the Cuckoo's Nest (1975),4.001,200
262,8,511,Lawrence of Arabia (1962),3.996,127
262,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.989,44
262,10,285,Secrets & Lies (1996),3.977,124
263,1,408,"Close Shave, A (1995)",4.859,89
263,2,483,Casablanca (1942),4.804,178
263,3,169,"Wrong Trousers, The (1993)",4.713,87
263,4,12,"Usual Suspects, The (1995)",4.66,202
263,5,50,Star Wars (1977),4.659,438
263,6,178,12 Angry Men (1957),4.656,89
263,7,513,"Third Man, The (1949)",4.641,45
263,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.616,44
263,9,98,"Silence of the Lambs, The (1991)",4.605,290
263,10,251,Shall We Dance? (1996),4.599,31
264,1,408,"Close Shave, A (1995)",4.95,89
264,2,169,"Wrong Trousers, The (1993)",4.927,87
264,3,64,"Shawshank Redemption, The (1994)",4.91,201
264,4,178,12 Angry Men (1957),4.893,89
264,5,318,Schindler's List (1993),4.86,234
264,6,483,Casablanca (1942),4.832,178
264,7,513,"Third Man, The (1949)",4.828,45
264,8,480,North by Northwest (1959),4.807,134
264,9,357,One Flew Over the Cuckoo's Nest (1975),4.794,200
264,10,192,Raging Bull (1980),4.787,85
265,1,64,"Shawshank Redemption, The (1994)",4.442,201
265,2,483,Casablanca (1942),4.432,178
